captured_at,compass_angle,creator_id,id,is_pano,organization_id,sequence_id,image_url,geometry,index_right,index,Image reference,Coder name,Coding date,Road survey date,Road name,Section,Distance,Length,Latitude start,Longitude start,Landmark,Comments,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,Vehicle flow (AADT),Motorcycle %,Pedestrian peak hour flow across the road,Pedestrian peak hour flow along the road driver-side,Pedestrian peak hour flow along the road passenger-side,Bicycle peak hour flow,Operating Speed (85th percentile),Operating Speed (mean),Roads that cars can read,Vehicle Occupant Star Rating Policy Target,Motorcycle Star Rating Policy Target,Pedestrian Star Rating Policy Target,Bicycle Star Rating Policy Target,Annual Fatality Growth Multiplier,School zone warning,School zone crossing supervisor,Latitude end,Longitude end,route,control,control_name,km_start_fraction,km_end_fraction,image_id
1658505675000,0.0,104836952319533,1263588367804808,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-CVcyKYbvAONTRBa7lHSaGLjuEK1OpfCv7fuoKMvrZOqpxwyU0-MJqcgsFqlzzXDAnvCMAyYsWBe73jHclWIkpnwSG6kwE0YmZvj9cLLeIWJvuVxxBnD563GxmLCXk78mhkMQpegwu-GCgOuQRkcg?stp=s2048x1024&ccb=10-5&oh=00_AYCfvmfBGhISO8IRNbCpFIJ01d4hz41B3PVcZjErbwGsXw&oe=66DF1CF6&_nc_sid=201bca,POINT (100.62596261501312 13.925267925381434),2,3,"['24900_25000_24442_1.jpg', '24900_25000_24442_2.jpg', '24900_25000_24442_3.jpg', '24900_25000_24442_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.2,13.92521381,100.625885,,2672,1,3,1,1,1,1,1,1,1,2,11,11,7,2,6,1,1,13,1,12,1,3,3,12,1,7,3,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,2,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92615236,100.6264547,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,24900,25000,11
1658505048000,0.0,104836952319533,153243220626152,True,847816602847945,YgpWVixILrcQmhHJdOXwNe,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-Edr0ljlZHBBO8FInehoxyei2yuJYfYV9SIQsok3FfHZzPhSjIhk0tMeGLvHf3C5JjvGeAOQ1emBwHSX4-exRCjXFSv_5oeNmQ4gqeFBFNVuAhNhgRir88mQRNcUJwzYnFS2OwuD39QjbJQtjrxg?stp=s2048x1024&ccb=10-5&oh=00_AYBs0X3G1sZaCuACm1nmsG8l_MYXvfyPFd5uju8X6sGNQw&oe=66DF35C9&_nc_sid=201bca,POINT (100.62602162361145 13.925158583392005),2,3,"['24900_25000_24442_1.jpg', '24900_25000_24442_2.jpg', '24900_25000_24442_3.jpg', '24900_25000_24442_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.2,13.92521381,100.625885,,2672,1,3,1,1,1,1,1,1,1,2,11,11,7,2,6,1,1,13,1,12,1,3,3,12,1,7,3,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,2,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92615236,100.6264547,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,24900,25000,12
1658505683000,0.0,104836952319533,822229905798263,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-7xT7z2S2NbZyQvKcBC6AyHQSGXKDpCGGcV47ovgWe4iOkPU1JniJ7ozlPbyAHp8frKHcFxjh0x-aY4TfL3QTRWGxiX7N_68h_3QFR3kYB86gztpTU05wUaoMKtTNDM3_cNBWrGmkgh2xq0utI0g?stp=s2048x1024&ccb=10-5&oh=00_AYBzEocN-rXXQTeXpAdB8bYKAEVDksTZbRxiPxuZPUDLTQ&oe=66DF4769&_nc_sid=201bca,POINT (100.62632203102112 13.925976043679412),3,4,"['25000_25100_24443_1.jpg', '25000_25100_24443_2.jpg', '25000_25100_24443_3.jpg', '25000_25100_24443_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.3,13.92602158,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,2,12,1,3,3,1,2,4,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92704796,100.6265315,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25000,25100,13
1658505682666,0.0,104836952319533,5545003938877946,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An878-1aslma7ufXtaxVPLWFRGORLaVMbvjSGod4-gLIRPgvR-8_N-KOEL45I6PduXSsqZ_jUfrZPEs_DWUYYa8lfstbdyrbOEQpITNLAurb9Jh5aiFNq83AG6UC0749FTN3mM7rNsN47obzD8ZMLw?stp=s2048x1024&ccb=10-5&oh=00_AYDEY_dJKWLMuwO10muujIeEPBelozrE-wWhPCjomo4Tqw&oe=66DF1A81&_nc_sid=201bca,POINT (100.62630593776703 13.925939596467046),3,4,"['25000_25100_24443_1.jpg', '25000_25100_24443_2.jpg', '25000_25100_24443_3.jpg', '25000_25100_24443_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.3,13.92602158,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,2,12,1,3,3,1,2,4,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92704796,100.6265315,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25000,25100,14
1658505683500,0.0,104836952319533,763053538081911,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-Qt5bpB4xPyArR5k0hJDqA_hyXSpFjwIx374LNVtYP3VauLRXcyLdGlEC2wtOO9XhJzsrFnEObnqpfmW3VmpL8L7fyG2RZArnHys3_9bp8Sm3xlGSczBfbt0ExEVanVO-ngqQFMy1_1SYZeZ93fw?stp=s2048x1024&ccb=10-5&oh=00_AYAYaOJ6nN8w_ZkrJqRY83__ECZ_qrtZyY3EQrI7bkkfAw&oe=66DF4796&_nc_sid=201bca,POINT (100.62633275985718 13.92600207739902),3,4,"['25000_25100_24443_1.jpg', '25000_25100_24443_2.jpg', '25000_25100_24443_3.jpg', '25000_25100_24443_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.3,13.92602158,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,2,12,1,3,3,1,2,4,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92704796,100.6265315,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25000,25100,15
1658505682000,0.0,104836952319533,853469058948232,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An_IadeZB4Xdu1G5wh4QcniBu94DuEwCdWGmwUJ3uPqV5Czmhn5-Ahprasj6CXW7dRMsvk3K_sELxql0e0R5LDDepbOHaArWpzzYu-lxc4zRkQfRX-0WgPalVgb2ry7CC_vMFVC2I3Fm_9Ozk06xig?stp=s2048x1024&ccb=10-5&oh=00_AYCWxWpG4iA-ThbhfG9-Mvp2-_ptDpt9EjdoMiXIhr383A&oe=66DF44B9&_nc_sid=201bca,POINT (100.62627911567688 13.92587711551819),3,4,"['25000_25100_24443_1.jpg', '25000_25100_24443_2.jpg', '25000_25100_24443_3.jpg', '25000_25100_24443_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.3,13.92602158,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,2,12,1,3,3,1,2,4,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92704796,100.6265315,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25000,25100,16
1658505692000,0.0,104836952319533,2952258168413060,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An8Y5ivBZEB-9MnHaQpa-uLebKosy6k8OcM1J037C2LsJvVuq8XBD0DXECpltWKjxQcKm0jy6KeERy1lsg0a8mBP1bwWBNrzz28rXgyl27kwYiVdadj3Rig7CP-22raHoVhW8wJUTMsC5dCSgmBm7A?stp=s2048x1024&ccb=10-5&oh=00_AYB9Xu0pn5X4d2Vv8kbRS6k33K48of5ar7vSbBPdU7zEJw&oe=66DF364D&_nc_sid=201bca,POINT (100.62646687030792 13.926793501074897),4,5,"['25100_25200_24444_1.jpg', '25100_25200_24444_2.jpg', '25100_25200_24444_3.jpg', '25100_25200_24444_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.4,13.92690659,100.6264267,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,1,12,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92794016,100.6263795,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25100,25200,17
1658505694666,0.0,104836952319533,991596084842077,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An9MtydAJ4JsxLYxPUVqLLk-mu_qDTerGO7oDT5KW82pssI1i96bLhQNfu9mhjltIKJHptXqCoNXvbjMDa5IH4AW7rIOsxe0Z6e21wPl0fWmPBfHQG3FqNnNpDiRuKNP45DyT4EPHgooS-rzY8ArFA?stp=s2048x1024&ccb=10-5&oh=00_AYDRsVidwxlk2wkCE9K6c6G24SMvsecIE_iCS2CJZinG-w&oe=66DF4418&_nc_sid=201bca,POINT (100.62645077705383 13.927017390175521),4,5,"['25100_25200_24444_1.jpg', '25100_25200_24444_2.jpg', '25100_25200_24444_3.jpg', '25100_25200_24444_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.4,13.92690659,100.6264267,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,1,12,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92794016,100.6263795,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25100,25200,18
1658505692500,0.0,104836952319533,618916899573917,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-hGOkd4N82mieT6W08UX3Tlhn7xGfABMowSyyd09y2MBothLJlQHrAtRbxRTdttpLrAEGCK-OgbBrfTtHCpSxHASG9qxqfpX4sOkv2GD_rC8cba24rSJLq6dc2xzcRvKsGFRPZTnBjpmjUX1e7mc8?stp=s2048x1024&ccb=10-5&oh=00_AYDk14kSDQdemOTVo49BwOolO7FGw8O9vgXaXX4DdGj2Sw&oe=66DF4350&_nc_sid=201bca,POINT (100.62646687030792 13.926829948152573),4,5,"['25100_25200_24444_1.jpg', '25100_25200_24444_2.jpg', '25100_25200_24444_3.jpg', '25100_25200_24444_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.4,13.92690659,100.6264267,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,1,12,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92794016,100.6263795,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25100,25200,19
1658505695000,0.0,104836952319533,1617197158675064,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An9kE6PY5W4rjDnPvYWagTC8KMxx46T30IC7GPsxW3aYYTn6f1_TQTZkhballGf-AeQPKs6MavdMUWYSHNvvOTmWKj6-zsxyshnbbNIsTR6CfbvDVQQLPWgano92I822DpJXRkezqh9cNqmbvoBv4g?stp=s2048x1024&ccb=10-5&oh=00_AYBxyF8jtsJgVknqzpduoVgnHWE9bi3mds7miiy7EnGeNg&oe=66DF3298&_nc_sid=201bca,POINT (100.62645077705383 13.927043423777803),4,5,"['25100_25200_24444_1.jpg', '25100_25200_24444_2.jpg', '25100_25200_24444_3.jpg', '25100_25200_24444_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.4,13.92690659,100.6264267,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,1,1,12,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92794016,100.6263795,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25100,25200,20
1658505701666,0.0,104836952319533,1729033664128108,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-rgIyljDwf1N1QEbO0hDMRPyLEH0HUWiv-owlfzOnBW5YJGvdow19HWKRBLDI6ytRt_ldvzE01aoAbxAzBwXhHGYeD3dl81vIphGr6kVWSMBVNrQnaLyral1JuudEGJf98F5TYj5KdHRhuGQV-_w?stp=s2048x1024&ccb=10-5&oh=00_AYCH4t3RqcVvkEwNHgYCQNeftfLWR_DACkpJ0SITGgnhyQ&oe=66DF3DF4&_nc_sid=201bca,POINT (100.62633812427521 13.927683849470029),5,6,"['25200_25300_24445_1.jpg', '25200_25300_24445_2.jpg', '25200_25300_24445_3.jpg', '25200_25300_24445_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.5,13.92780018,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,13,2,11,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92883082,100.6262184,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25200,25300,21
1658505702500,0.0,104836952319533,759624105356422,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An-NHAf1LZIyMCLO3TrNa-2y672xGy91neH9n50lG9upUYdiUPXoeAytN46vcK4dPvc0n2kQ8wDCPZpUnrmwlhYYB3XnX1DSDDe0w0ColH9-YJ_b3NLfz4MNN1h3tnnc6dCB_O0TC7OIIoxYTQx-y6o?stp=s2048x1024&ccb=10-5&oh=00_AYD210anf6U753du_SgchdF6mbIhp7yXnV5GlB8h74lE4g&oe=66DF1947&_nc_sid=201bca,POINT (100.62632203102112 13.927767156746683),5,6,"['25200_25300_24445_1.jpg', '25200_25300_24445_2.jpg', '25200_25300_24445_3.jpg', '25200_25300_24445_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.5,13.92780018,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,13,2,11,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92883082,100.6262184,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25200,25300,22
1658505701333,0.0,104836952319533,426688612842259,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An9E3HTdBq3qA3QdVwQlcXYWHk8IpqERp3p_9YXuNGKZbynRlBaC6klv62NvxlIAIsnIyZGV7wdcgGXRCbPhgT9LD7pMV4COcfszvpRWBYDBWvegObvS0LCv5OYoEPclRqKupJEuWF1Vv3-dummALw?stp=s2048x1024&ccb=10-5&oh=00_AYBFDwjcnSKsJVk_GZ3AX4EikzeajEtW-kEyp5MjG3_44Q&oe=66DF490E&_nc_sid=201bca,POINT (100.62633812427521 13.927673436058342),5,6,"['25200_25300_24445_1.jpg', '25200_25300_24445_2.jpg', '25200_25300_24445_3.jpg', '25200_25300_24445_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.5,13.92780018,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,13,2,11,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92883082,100.6262184,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25200,25300,23
1658505703500,0.0,104836952319533,764380268047942,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An_Ql1DHPlLVb8CBwaIiqW_R56EVpV7XEaQFCXvQ1wNgsJIbCgZ0jGrnP9f8gtjjZXNRKZ2nvxuwQOktjuCwh5ohE9DdlrxvGFpunLwT2NIEdgomDYaXoDc3AGVOAzjzCFPeT7kDY5G_d_142SP9XBQ?stp=s2048x1024&ccb=10-5&oh=00_AYCxRqQCK9ZCKQkWgjKssz-JO3LenfpCDiX_WUNTXTSlOw&oe=66DF44C0&_nc_sid=201bca,POINT (100.62631130218506 13.927834843886842),5,6,"['25200_25300_24445_1.jpg', '25200_25300_24445_2.jpg', '25200_25300_24445_3.jpg', '25200_25300_24445_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.5,13.92780018,100.6262894,,2672,1,3,2,1,1,1,1,1,4,2,11,11,7,2,6,1,1,13,2,11,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92883082,100.6262184,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25200,25300,24
1658505711000,0.0,104836952319533,1049329012452684,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An98veD1gCrvoh8KKUeLOFhpWOBpQkf8CuIkC5Y3YSK4ecXhAOZCZsHmlZ6xBe4188C4V0tlZIxl81kYUp3aK6cZjtZMtzQ7zKPyFfkaeAD-jrjWlw1sjgKbGHmBEJpSumJ24mUAx8o5SCl690FVx4I?stp=s2048x1024&ccb=10-5&oh=00_AYBuD8kYuNLPnwtmRmHULAQsz7Pngti9BmSo3OllC2VEEQ&oe=66DF3B32&_nc_sid=201bca,POINT (100.62617182731628 13.928579401119734),6,7,"['25300_25400_24446_1.jpg', '25300_25400_24446_2.jpg', '25300_25400_24446_3.jpg', '25300_25400_24446_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.6,13.92869186,100.6261292,,2672,1,3,1,1,1,1,1,1,4,2,11,11,7,2,6,1,1,12,2,12,1,3,3,5,2,3,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92972184,100.6260592,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25300,25400,25
1658505713666,0.0,104836952319533,4864448156994915,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An85KJgbgba_tYFfdl-J8myIECs8Tqp7qQGbRKVuz_BNStbHDbjXe17KGLnxSbrIr0hVF4Xiq_g4KJNyksu28HFqSMUCDd1cVLS8n0eI1VQS4JuHKLWnUtOjy7Hj_VJtnXfC1H8fmmjLbAWcwg2Wq2c?stp=s2048x1024&ccb=10-5&oh=00_AYD67pOgiSFki3nqokbnsAsnTkLcNUl7351YkWx1AAo8FA&oe=66DF3B63&_nc_sid=201bca,POINT (100.62612354755402 13.928834528570633),6,7,"['25300_25400_24446_1.jpg', '25300_25400_24446_2.jpg', '25300_25400_24446_3.jpg', '25300_25400_24446_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.6,13.92869186,100.6261292,,2672,1,3,1,1,1,1,1,1,4,2,11,11,7,2,6,1,1,12,2,12,1,3,3,5,2,3,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92972184,100.6260592,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25300,25400,26
1658505712000,0.0,104836952319533,348381504016840,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An8mEIlokAbYiRnY1ymCRmlhYgyqunvZeV0KBY91ol1I1k9gIHCNs1o7gsy7lXJUzaIraMAS_ujPLj2c86JXP5tbTTQLPsT26e60eBngkWBzcqTuC1P4By9deMuIidTEaTviDRO2xNuLNGW31AhP0g?stp=s2048x1024&ccb=10-5&oh=00_AYAWvZAR9soXAjyHjyXStmKPgvGoQ7dbmmbVfxzNaASwiQ&oe=66DF17E9&_nc_sid=201bca,POINT (100.62616109848022 13.92866270807346),6,7,"['25300_25400_24446_1.jpg', '25300_25400_24446_2.jpg', '25300_25400_24446_3.jpg', '25300_25400_24446_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.6,13.92869186,100.6261292,,2672,1,3,1,1,1,1,1,1,4,2,11,11,7,2,6,1,1,12,2,12,1,3,3,5,2,3,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92972184,100.6260592,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25300,25400,27
1658505712333,0.0,104836952319533,371237164977759,True,847816602847945,7D138EP5iYGfTAhnerv9uQ,https://scontent-lhr8-2.xx.fbcdn.net/m1/v/t6/An8wzxhMHuXp0qsqiITlj1gc3m2KQe2pZBRPu5EuolYf95T_cA2--Ma5OzaOohlgbdxHJeptxwaVyto6QXe4IjmTfygC1J-OAIbqPOy_zFw1qdPDOwnLg9NbBFr9hd80iWVdixNy9R6gREZ1GOf_vQ?stp=s2048x1024&ccb=10-5&oh=00_AYDGk6l5ozA7QtItD3LO4vGTAE7qZxTkqf6Dfwh1rL1DIw&oe=66DF3C32&_nc_sid=201bca,POINT (100.6261557340622 13.928688741490333),6,7,"['25300_25400_24446_1.jpg', '25300_25400_24446_2.jpg', '25300_25400_24446_3.jpg', '25300_25400_24446_4.jpg']",staff_cu,10/12/2023,,1,102,0.1,0.6,13.92869186,100.6261292,,2672,1,3,1,1,1,1,1,1,4,2,11,11,7,2,6,1,1,12,2,12,1,3,3,5,2,3,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,2,1,6,4,1,1,22573,3,2,2,3,1,11,11,1,1,3,3,3,1,4,3,13.92972184,100.6260592,1,102,à¹à¸¢à¸à¸„à¸›à¸­. - à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ,25300,25400,28
